# file...... ./glm_output/Meter_684_A_Power_Best.csv
# date...... Thu Mar  2 18:06:31 2023
# user...... deras
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_684_A:measured_voltage_A,xfmr_meter_684_A_1:voltage_A,xfmr_meter_684_A_2:voltage_A,xfmr_meter_684_A_3:voltage_A,xfmr_meter_684_A_4:voltage_A,xfmr_meter_684_A_5:voltage_A
2021-12-25 04:00:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 04:15:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 04:30:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 04:45:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 05:00:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 05:15:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 05:30:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 05:45:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 06:00:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 06:15:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 06:30:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 06:45:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 07:00:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 07:15:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 07:30:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 07:45:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 08:00:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 08:15:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 08:30:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 08:45:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 09:00:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 09:15:00 UTC,+2401.78-4.61176e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j,+2401.78-4.61208e-07j
2021-12-25 09:30:00 UTC,+2394.42-30.7909j,+2394.41-30.8079j,+2394.42-30.7909j,+2394.41-30.7966j,+2394.41-30.8079j,+2394.41-30.7966j
