# file...... ./glm_output/Meter_633_C_Power_Best.csv
# date...... Thu Mar  2 18:06:31 2023
# user...... deras
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_633_C:measured_voltage_C,xfmr_meter_633_C_1:voltage_C,xfmr_meter_633_C_2:voltage_C,xfmr_meter_633_C_3:voltage_C,xfmr_meter_633_C_4:voltage_C,xfmr_meter_633_C_5:voltage_C
2021-12-25 06:30:00 UTC,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j
2021-12-25 06:45:00 UTC,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j
2021-12-25 07:00:00 UTC,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j
2021-12-25 07:15:00 UTC,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j
2021-12-25 07:30:00 UTC,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j
2021-12-25 07:45:00 UTC,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j
2021-12-25 08:00:00 UTC,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j
2021-12-25 08:15:00 UTC,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j
2021-12-25 08:30:00 UTC,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j
2021-12-25 08:45:00 UTC,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j
2021-12-25 09:00:00 UTC,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j
2021-12-25 09:15:00 UTC,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j,-1200.89+2080j
2021-12-25 09:30:00 UTC,-1175.28+2082.93j,-1175.27+2082.93j,-1175.27+2082.93j,-1175.27+2082.93j,-1175.27+2082.93j,-1175.27+2082.93j
